352,0.0486434
528,0.0470115
136,0.101729
56,0.0538076
139,0.0420776
524,0.0445033
919,0.0435227
598,0.0659136
279,0.038868
862,0.0446098
343,0.0474945
795,0.0314753
367,0.0610203
726,0.0172262
726,0.0844576
937,0.0525017
555,0.071404
390,0.0467935
313,0.0644697
827,0.0977858
26,0.0421095
62,0.0809959
395,0.0603801
872,0.0396095
86,0.069025
577,0.0403093
714,0.0897536
566,0.0564508
892,0.0448086
614,0.10254
773,0.0491372
732,0.0632266
466,0.0319814
797,0.0591299
434,0.0352424
526,0.0598641
266,0.0296453
53,0.0262717
453,0.0679663
517,0.0728003
31,0.0396734
135,0.0605948
419,0.065121
636,0.0385785
285,0.0281482
958,0.0462683
836,0.0449976
978,0.0441386
940,0.0427044
252,0.0297783
715,0.0506853
138,0.0289432
518,0.0323559
156,0.0704475
178,0.0421533
753,0.036383
426,0.0219248
122,0.0435249
354,0.0258567
745,0.0557466
200,0.0632206
140,0.0596914
27,0.0643138
813,0.0486299
579,0.0594608
719,0.0360542
596,0.0801396
116,0.0655883
168,0.0567009
976,0.0388331
861,0.0335982
621,0.0258693
590,0.0321778
805,0.0993041
317,0.0469237
880,0.0536764
979,0.0702625
766,0.077668
451,0.0435172
862,0.0837339
793,0.041204
855,0.0491038
663,0.0385842
377,0.0587095
853,0.0501684
633,0.0391398
536,0.0590236
266,0.0702088
500,0.0542629
86,0.101105
369,0.0459452
55,0.0361258
935,0.103685
180,0.0448218
987,0.0858699
703,0.0807793
557,0.0621565
538,0.0496671
940,0.114103
835,0.00735724
890,0.0514491
446,0.0254567
549,0.0600683
134,0.0529217
909,0.0818084
802,0.0466233
166,0.0727953
481,0.0189955
188,0.0267888
979,0.0855486
668,0.0162347
330,0.0508499
186,0.0414616
910,0.0527082
469,0.0357011
354,0.0398728
840,0.0138294
717,0.0332278
376,0.0249346
312,0.0639107
179,0.1095
39,0.0831032
691,0.0531863
24,0.0445791
704,0.0512997
352,0.0466881
639,0.0789659
161,0.072882
55,0.101799
105,0.0381324
896,0.072431
219,0.0211167
343,0.0543062
660,0.0414757
396,0.0789967
117,0.0870901
9,0.0529972
871,0.090347
712,0.0620346
98,0.0426987
564,0.053378
997,0.0550301
988,0.0581498
506,0.0336439
1,0.0526641
716,0.0645702
612,0.0625919
827,0.0997059
700,0.0267978
319,0.0752407
853,0.037298
925,0.0620374
701,0.0553633
870,0.0771531
824,0.072781
897,0.0376568
341,0.0740809
638,0.0378336
274,0.0798151
558,0.0535635
101,0.0436736
73,0.0728814
385,0.0809149
520,0.0494426
804,0.0317669
705,0.0592717
452,0.0673406
302,0.0576858
455,0.0706395
803,0.0251018
119,0.0596704
418,0.0525017
776,0.0760477
290,0.034966
776,0.0230376
798,0.0542202
640,0.0522048
130,0.0424165
447,0.0534564
823,0.0202371
517,0.0660448
852,0.0999629
86,0.0887287
357,0.0405274
310,0.0643804
429,0.0655904
75,0.0464354
664,0.037056
33,0.0595112
984,0.0829121
564,0.0538363
500,0.0391466
577,0.0376454
777,0.0300026
325,0.0587473
392,0.081293
503,0.0646048
809,0.0261726
852,0.0584935
138,0.0495582
873,0.0554082
315,0.0591537
637,0.0335758
671,0.0507622
229,0.0572299
538,0.0234832
832,0.07637
694,0.0481131
38,0.0356227
444,0.0364579
407,0.0588115
182,0.0559165
832,0.0760527
431,0.0555977
365,0.0401507
599,0.0624303
106,0.0610976
907,0.0268369
137,0.074279
804,0.0327278
846,0.0469532
827,0.0262533
38,0.0417434
832,0.0708269
640,0.0821077
324,0.0783651
889,0.0380092
193,0.0455211
102,0.0853961
733,0.0442757
653,0.0482014
757,0.0399356
801,0.0697485
927,0.0546624
780,0.066305
830,0.0635449
30,0.0645085
254,0.0549449
455,0.11651
758,0.07816
99,0.0448899
459,0.0600912
891,0.0608163
849,0.0419449
455,0.0868092
75,0.0235233
643,0.0455899
982,0.0397453
69,0.0637713
185,0.0692277
435,0.0468039
407,0.0584536
49,0.0368618
624,0.0571017
579,0.0445728
861,0.0355934
717,0.0509758
809,0.0480228
178,0.0694357
911,0.069377
604,0.0784277
181,0.0759664
547,0.0708986
527,0.0933721
296,0.0608653
478,0.0420935
943,0.0617194
422,0.0471092
300,0.0700829
166,0.0564267
161,0.0636585
125,0.0794389
277,0.0483658
